1.0	2273.3311829112804
2.0	1657.255431598765
3.0	1387.4330431565043
4.0	1366.8463483592907
5.0	1489.234368876324
6.0	1338.0200656319446
7.0	1884.6473381331857
8.0	2284.7543219651197
9.0	1335.810921538729
10.0	1025.832374461507
11.0	1140.2410886213345
12.0	1478.3418110360049
13.0	1204.218297835987
14.0	1312.5063861971744
15.0	1300.2189760866233
16.0	1495.3346734125482
17.0	1161.0707672376661
18.0	1366.7018699878479
19.0	1273.4412106862403
20.0	1246.9354730818995
21.0	1072.582859921839
22.0	1877.6282105828693
23.0	1403.9397414780344
24.0	1411.5118816615332
25.0	926.6355850981298
26.0	1534.3346091850874
27.0	2105.287085863751
28.0	2114.336324801437
29.0	1994.5251663581328
30.0	1046.091984313388
31.0	2091.8499666404023
32.0	2227.9680557163374
33.0	1414.7024780001113
34.0	1719.0324766473782
35.0	1722.0469180738814
36.0	1293.5479730371542
37.0	1840.2706879315356
38.0	2542.3008716990853
39.0	1609.983629384771
40.0	2456.552159571652
41.0	1929.8991572539958
42.0	1767.1866213441922
43.0	1204.8091113008718
44.0	1762.4857978483383
45.0	1724.8051111380225
46.0	2161.871332945306
47.0	809.1489835950915
48.0	1323.292608582603
49.0	1325.3300571014283
50.0	1810.3687422278329
51.0	1934.5126556028424
52.0	1352.3850134902066
53.0	2014.3284017501267
54.0	1208.587026033402
55.0	2171.869644136329
56.0	1701.173634034162
57.0	1900.717720517599
58.0	1758.6760595796973
59.0	1477.5067988459518
60.0	1922.0722639232988
61.0	1972.8153973876615
62.0	1811.2066770807533
63.0	1367.138281978449
64.0	1775.9429328669023
65.0	1689.1208995492561
66.0	1707.9294874324285
67.0	1354.7676237106118
68.0	1318.5915053309752
69.0	1513.6241226199256
70.0	2430.133749142749
71.0	1788.7332599280974
72.0	1381.874457993979
73.0	1358.6907998028785
74.0	991.2492784689664
75.0	1586.5279708665287
76.0	2058.635344531884
77.0	1692.005856915105
78.0	1459.202838155001
79.0	1202.182541521121
80.0	1950.823787112768
81.0	1494.491619783426
82.0	1654.8613507561693
83.0	1218.0842611727492
84.0	1457.957762870839
85.0	1179.6839998638823
86.0	1484.4831553318322
87.0	2731.17452247358
88.0	1414.5739242803322
89.0	1061.3700010234534
90.0	1573.7482226136776
91.0	1260.9646800520914
92.0	1215.4036741727152
93.0	981.535839466567
94.0	1345.4593175557923
95.0	2158.874590167575
96.0	1667.2953782522743
97.0	730.2290035697454
98.0	1033.958651556708
99.0	1627.995030180187
100.0	1155.129639103433
101.0	1305.006776475941
102.0	1444.6239078763194
103.0	2242.7518981827116
104.0	1843.219117305138
105.0	1211.2181124448225
106.0	1384.4722447406275
107.0	1313.7807692475058
108.0	1509.2698224709663
109.0	1796.398872819099
110.0	1265.6164115603149
111.0	1089.8007144930589
112.0	2159.8382765503193
113.0	1166.3842566497165
114.0	1391.6973813788466
115.0	1445.4364621309435
116.0	1196.3570619921961
117.0	1049.317005295823
118.0	1999.7455639211278
119.0	473.3421157556032
120.0	1285.3872622591853
121.0	1737.2912606948032
122.0	1534.5517613386166
123.0	2636.6905212690035
124.0	1372.7761139932202
125.0	1325.509035476337
126.0	833.3020502475613
127.0	1199.2919381993534
128.0	2431.2829703053094
129.0	1739.882067091261
130.0	2121.373847760466
131.0	1726.600316736613
132.0	1343.8688011602885
133.0	1072.9345413575973
134.0	1387.351798538021
135.0	1054.3162723460189
136.0	1051.6666288822012
137.0	1270.661324100951
138.0	1857.9488445749957
139.0	1436.369673231703
140.0	2016.8555408850666
141.0	1352.8317592653484
142.0	909.6009274781112
143.0	1761.1363020930594
144.0	1009.3732275894014
145.0	2035.223303394967
146.0	1534.073989330206
147.0	1708.3399209812872
148.0	734.6697858612752
149.0	1456.0191006110306
150.0	1332.946388515373
151.0	1605.9864101975725
152.0	1065.177864315268
153.0	1291.1674564015298
154.0	1370.2690235754378
155.0	1495.5413862176597
156.0	1928.732746636741
157.0	2249.3013447172816
158.0	988.290901494272
159.0	1024.1990797270612
160.0	875.1351106594659
161.0	1568.285366043912
162.0	1031.664558182032
163.0	1079.6308794595293
164.0	1086.9489329829394
165.0	1152.780876653807
166.0	961.3876181631177
167.0	1232.227305050947
168.0	2189.118410088646
169.0	1181.1320616565952
170.0	1477.397765071523
171.0	1613.0630584814746
172.0	922.0717145663708
173.0	2432.530977514028
174.0	1651.0963007295732
175.0	1078.927741694596
176.0	825.4457485734251
177.0	1579.6047217804855
178.0	1873.424288715789
179.0	1671.5802114010771
180.0	2454.900106564235
181.0	1485.3092009039285
182.0	1408.1560168377246
183.0	1620.5577740942576
184.0	896.0713068773938
185.0	1950.1041291256743
186.0	2299.738385301377
187.0	2165.413894120313
188.0	1108.6897953245928
189.0	1732.4738163834531
190.0	1602.1385771941364
191.0	1685.2602549282024
192.0	2026.701249766634
193.0	1690.662940103231
194.0	1737.6942285056114
195.0	1475.258397545149
196.0	1770.7157206276577
197.0	1349.1875469327342
198.0	1571.4746389234597
199.0	1862.7074012701335
200.0	1459.7823698570378
201.0	2284.3364830296373
202.0	1553.837198983615
203.0	2323.6531322999795
204.0	1204.1103945416182
205.0	1769.1323681233632
206.0	2186.0017765316043
207.0	1331.1755294711143
208.0	1781.71240955724
209.0	1243.196597017783
210.0	1287.143337455557
211.0	1455.9669226895353
212.0	1502.286268389694
213.0	877.4583051009442
214.0	1522.8049877475767
215.0	2611.905098670508
216.0	1949.5474785025744
217.0	1707.8674013846269
218.0	1336.1547536200633
219.0	2212.902812365398
220.0	1358.8644159620696
221.0	2502.499120839551
222.0	1765.3525031431684
223.0	1529.414730657177
224.0	1422.8906948874471
225.0	1950.4682419318437
226.0	2156.6688179018174
227.0	1504.5073912213984
228.0	1659.3699451427008
229.0	1033.489827876375
230.0	1538.5191574948824
231.0	1345.8949757550713
232.0	2022.5611522834222
233.0	2036.0991040703602
234.0	2111.20719070911
235.0	1589.4406993401929
236.0	1667.5267848934993
237.0	1064.8608297141166
238.0	1458.5873579304318
239.0	2401.041988219999
240.0	1449.9935405730785
241.0	2407.7008848767696
242.0	1832.3153861843653
243.0	1424.6216889456164
244.0	1756.4714548071197
245.0	1642.072665486885
246.0	1429.027789771476
247.0	1928.955239776812
248.0	1620.6877058510258
249.0	1362.2901373352902
250.0	1275.254829414933
251.0	1301.6661900899821
252.0	998.8340175552389
253.0	1163.223837304018
254.0	1480.3065477301443
255.0	2131.7711616829156
256.0	1833.4862317411216
257.0	1161.4782863061787
258.0	1168.2618375998386
259.0	1569.9663901607355
260.0	1675.2751211751597
261.0	966.7712483195367
262.0	1395.5183899305412
263.0	1638.0248056395649
264.0	1712.9518464505186
265.0	1799.8029385727964
266.0	1916.8169031211055
267.0	1895.225973849872
268.0	1008.5709415884409
